Syst. No," ""Call #	"""," ""Title"""," ""Barcode"""," ""Location"""," ""Item Status"""," ""Status Field"""
993545,61 I95 T61,Tone roads; no. 1; for chamber orchestra.,CVB993544-10,Music: Score Reference(LC Call number),Regular Loan,None
2348257,61 I95 T63,Tone roads no. 3; for chamber orchestra.,39016005773875,Music: Score Reference(LC Call number),Regular Loan,None
4445840,61 I95 U,The unanswered question; for chamber orchestra; performable also as chamber music.,39016011824142,Music: Score Reference(LC Call number),Regular Loan,None
4445840,61 I95 U,The unanswered question; for chamber orchestra; performable also as chamber music.,39016002957133,Music: Score Reference(LC Call number),Regular Loan,None
4445840,61 I95 U,The unanswered question; for chamber orchestra; performable also as chamber music.,39016005472676,Music: Score Reference(LC Call number),Regular Loan,None
1119291,61 I95 U6,The unanswered question : for trumpet; flute quartet; and strings / Charles E. Ives.,39016005769386,Music: Score Reference(LC Call number),Regular Loan,None
993546,61 I95 V,Variations on America. For orchestra [by] William Schuman;1963.,39016001730069,Music: Score Reference(LC Call number),Regular Loan,None
993547,61 K23 S4,Serenade; for orchestra.,39016001729970,Music: Miniature Score,Regular Loan,None
1184286,61 K295 P6,The pit and the pendulum; symphonic poem after the narrative of Edgar Allan Poe.,39016002941566,Music: Oversized Scores (Dickinson),Regular Loan,None
4143676,61 K81 G8,Grisaille : for orchestra / Barbara Kolb.,39016003447340,Music: Score Reference(LC Call number),Regular Loan,None
4143675,61 K81 S7,Soundings / Barbara Kolb.,39016003447324,Music: Score Reference(LC Call number),Regular Loan,None
993548,61 K95 S93,Little symphony.,39016001729897,Music: Miniature Score,Regular Loan,None
993549,61 K96 S92,Symphony no. 2; op. 24.,39016001729905,Music: Miniature Score,Regular Loan,None
993550,61 L127 C2,Canto di aspirazione. Song of aspiration; for orchestra.,39016001729913,Music: Score Reference(LC Call number),Regular Loan,None
4322901,61 L266 C5,Three Christmas pictures / Philip Lane.,39016005440855,Music: Score Reference(LC Call number),Regular Loan,None
993563,61 L475 A03,Five symphonic works : them. index 2; 3; 14; 8; 10 / SimonLe Duc ; Three symphonic works : them. index 7; 1; 6 / Le Chevalier de Saint-Georges ; general editors; Barry S. Brook and David Bain.,CVB993562-10,Music: Score Reference(LC Call number),Regular Loan,None
1116829,61 L72 A64,Apparitions; 1958/59; für Orchester.,39016001699355,Music: Oversized Scores (Dickinson),Regular Loan,None
1116829,61 L72 A64,Apparitions; 1958/59; für Orchester.,39016010033034,Music: Oversized Scores (Dickinson),Regular Loan,None
1116830,61 L72 A88,Atmosphères : für grosses Orchester ohne Schlagzeug / György Ligeti.,39016004521549,Music: Oversized Scores (Dickinson),Regular Loan,None
1097051,Oversize 61 L82 P1,A pagan poem (after Virgil); composed for orchestra with piano; English horn and three trumpets obbligato. Op. 14.,39016002941608,Music: Score Reference(LC Call number),Regular Loan,None
993489,61 L95 O6,Suite for orchestra / Lully ; ed. by Alfred Einstein ; specialarrangement by Edwin John Stringham.,39016001729921,Music: Score Reference(LC Call number),Regular Loan,None
3873390,61 L974 J5,Jeux vénitiens; pour orchestre = Gry weneckie = Venetian games = Venezianische Spiele.,39016003419141,Music: Miniature Score,Regular Loan,None
3844857,61 L974 M2,Mala suita : na orkiestr? symfoniczna¸ = Little suite : for symphony orchestra / Witold Lutoslawski.,39016003416873,Music: Score Reference(LC Call number),At Bindery,None
993551,61 M21 B6,Blumine; symphonic movement.,39016001729889,Music: Score Reference(LC Call number),Regular Loan,None
993501,61 M21 S11,Erste Symphonie; D dur / von Gustav Mahler.,CVB993500-10,Music: Score Reference(LC Call number),Regular Loan,None
993501,61 M21 S11,Erste Symphonie; D dur / von Gustav Mahler.,39016001729871,Music: Score Reference(LC Call number),Regular Loan,None
993501,61 M21 S11,Erste Symphonie; D dur / von Gustav Mahler.,39016004524543,Music: Score Reference(LC Call number),Regular Loan,None
1208040,61 M21 S112,Symphonies nos. 1 and 2 : in full score / Gustav Mahler.,39016002954072,Music: Score Reference(LC Call number),Regular Loan,None
993502,61 M21 S13,Symphony no. 3; D minor.,39016002978949,Music: Score Reference(LC Call number),Regular Loan,None
993502,61 M21 S13,Symphony no. 3; D minor.,39016005471934,Music: Score Reference(LC Call number),Regular Loan,None
993502,61 M21 S13,Symphony no. 3; D minor.,39016001729863,Music: Score Reference(LC Call number),Regular Loan,None
3990365,61 M21 S14,Symphony no. 4 / Gustav Mahler.,39016005233045,Music: Score Reference(LC Call number),Regular Loan,None
4445841,61 M21 S15,Symphonie Nr. 5 für grosses Orchester / von Gustav Mahler.,39016002957174,Music: Score Reference(LC Call number),Regular Loan,None
993503,61 M21 S16,Symphonie Nr. 6 : in vier Sätzen für grosses Orchester / Gustav Mahler.,39016001729855,Music: Score Reference(LC Call number),Regular Loan,None
2348854,61 M21 S17,Symphonie Nr. 7 in fünf Sätzen für grosses Orchester / Gustav Mahler.,39016005773842,Music: Score Reference(LC Call number),Regular Loan,None
2348854,61 M21 S17,Symphonie Nr. 7 in fünf Sätzen für grosses Orchester / Gustav Mahler.,39016005773834,Music: Score Reference(LC Call number),Regular Loan,None
2348852,61 M21 S18,Symphony no. 8 / Gustav Mahler.,39016005773826,Music: Score Reference(LC Call number),Regular Loan,None
2348852,61 M21 S18,Symphony no. 8 / Gustav Mahler.,39016005773818,Music: Score Reference(LC Call number),Regular Loan,None
993504,61 M21 S19,Symphony no. 9 D minor [i.e. major] / Gustav Mahler.,39016010879246,Music: Miniature Score,Regular Loan,None
5187137,61 M235 F7,Fourth of July march : composed in honor of George Washington’s 250th birthday / Andreas Makris.,39016010878875,Music: Score Reference(LC Call number),Regular Loan,None
993552,61 M24 S9143,Symphony in B flat; op. IV; no. 3 / Pierre van Maldere ; arr.by Adam Carse.,39016001729780,Music: Score Reference(LC Call number),Regular Loan,None
4445842,61 M41 S2,Scènes pittoresques : suite d’orchestre / par J. Massenet.,39016002957869,Music: Score Reference(LC Call number),Regular Loan,None
4322853,61 M431 H4,Helios : for orchestra / Mathias.,39016010031715,Music: Score Reference(LC Call number),Regular Loan,None
4927050,61 M431 S4,Serenade for small orchestra. [Op. 18].,39016010716075,Music: Score Reference(LC Call number),Regular Loan,None
963103,61 M53 A03,Major orchestral works : from the Breitkopf & Härtel complete works ed. / Felix Mendelssohn ; edited by Julius Rietz.,39016002942366,Music: Score Reference(LC Call number),Regular Loan,None
4445844,61 M53 O903,Fünf concert-overturen / Felix Mendelssohn-Bartholdy.,39016002957786,Music: Score Reference(LC Call number),Regular Loan,None
4445843,61 M53 R,Ouverture zu Ruy Blas : Op. 95 / von Felix Mendelssohn Bartholdy.,39016004328515,Music: Score Reference(LC Call number),Regular Loan,None
4445846,61 M53 S6,Ein Sommernachtstraum = Songe d’une nuit d’été = Midsummer nights dream. Ouverture / Mendelssohn-Bartholdy ; Partitur mit unterlegtem Klavierauszug = orchestral score with reduction of the piano placed underneath = partition d’orchestre avec réduction de piano en dessous des autres instruments.,39016004328523,Music: Score Reference(LC Call number),Regular Loan,None
963096,61 M53 S95,Symphony no. 5; Reformation; D major; op. 107. Symphonie no. 5. Orchestra score. Study and conducting format containing piano arrangementby Anis Fuleihan.,39016002946714,Music: Score Reference(LC Call number),Regular Loan,None
963152,61 M58 C5,Chronochromie; pour grand orchestre.,39016000536400,Music: Miniature Score,Regular Loan,None
5184838,61 M58 T6,Le tombeau resplendissant : pour orchestre : (1931) / Olivier Messiaen.,39016010878677,Music: Score Reference(LC Call number),Regular Loan,None
993553,61 M64 S9,Cinq symphonies pour petit orchestre / Darius Milhaud.,39016001729798,Music: Score Reference(LC Call number),Regular Loan,None
993553,61 M64 S9,Cinq symphonies pour petit orchestre / Darius Milhaud.,39016001729806,Music: Score Reference(LC Call number),Regular Loan,None
993553,61 M64 S9,Cinq symphonies pour petit orchestre / Darius Milhaud.,39016001729848,Music: Score Reference(LC Call number),Regular Loan,None
993553,61 M64 S9,Cinq symphonies pour petit orchestre / Darius Milhaud.,39016001729830,Music: Score Reference(LC Call number),Regular Loan,None
993553,61 M64 S9,Cinq symphonies pour petit orchestre / Darius Milhaud.,39016001729822,Music: Score Reference(LC Call number),Regular Loan,None
993554,61 M82 F,Farm journal; suite for chamber orchestra.,39016001729814,Music: Score Reference(LC Call number),Regular Loan,None
993555,61 M93 D48,3 [i.e. Drei] deutsche Tänze : für 2 Violinen; Bass; 2Flöten (Pickelflöte); 2 Oboen; 2 Fagotte; 2 Hörner (2 Posthörner); 2Clarinen; Pauken und Schellen : Köch. Verz. No. 605 / von W. A. Mozart.,39016001730283,Music: Score Reference(LC Call number),Regular Loan,None
5085063,61 M93 O9,Classic overtures.,39016010802719,Music: Score Reference(LC Call number),Regular Loan,None
993505,61 M93 S9031,Symphony in D major (K.385); Haffner ; Symphony in D major(K.540); without minuet ; Symphony in E? major (K.543) ; Symphony in G minor(K.550) ; Symphony in C major (K.551); Jupiter / Wolfgang Amadeus Mozart.,CVB993504-10,Music: Miniature Score,Regular Loan,None
993505,61 M93 S9031,Symphony in D major (K.385); Haffner ; Symphony in D major(K.540); without minuet ; Symphony in E? major (K.543) ; Symphony in G minor(K.550) ; Symphony in C major (K.551); Jupiter / Wolfgang Amadeus Mozart.,39016005468047,Music: Miniature Score,Regular Loan,None
993506,61 M93 S9032,Later symphonies : full orchestral score of Symphonies 35-41;from the Breitkopf & Härtel complete works edition / Wolfgang Amadeus Mozart.,39016005782884,Music: Score Reference(LC Call number),Regular Loan,None
993506,61 M93 S9032,Later symphonies : full orchestral score of Symphonies 35-41;from the Breitkopf & Härtel complete works edition / Wolfgang Amadeus Mozart.,CVB993505-20,Music: Score Reference(LC Call number),Regular Loan,None
993506,61 M93 S9032,Later symphonies : full orchestral score of Symphonies 35-41;from the Breitkopf & Härtel complete works edition / Wolfgang Amadeus Mozart.,39016005770418,Music: Score Reference(LC Call number),Regular Loan,None
993507,61 M93 S911,Symphony; no. 1; E? major; K. 16 / W.A. Mozart.,39016005464871,Music: Score Reference(LC Call number),Regular Loan,None
993508,61 M93 S912,Symphony no. 4; D major; K. 19.,39016001730325,Music: Score Reference(LC Call number),Regular Loan,None
997415,61 M93 S913,Sinfonie in F; KV Anh. 223 (19a) = Symphony in F major / Wolfgang Amadeus Mozart ; herausgegeben von Robert Münster.,39016001730366,Music: Score Reference(LC Call number),Regular Loan,None
993509,61 M93 S914,Symphony no. 5; B? major; K. 22.,39016001730408,Music: Score Reference(LC Call number),Regular Loan,None
993510,61 M93 S915,Symphony no. 6; F major; K. 43.,39016001730440,Music: Score Reference(LC Call number),Regular Loan,None
993511,61 M93 S916,Symphony no. 7; D major; K. 45.,39016001730481,Music: Score Reference(LC Call number),Regular Loan,None
993512,61 M93 S919,Symphony no. 8; D major; K. 48.,39016005464673,Music: Score Reference(LC Call number),Regular Loan,None
2348856,61 M93 S923,Symphony no. 11; D major; K. 84 / W. A. Mozart,39016005773792,Music: Score Reference(LC Call number),Regular Loan,None
2348858,61 M93 S924,Symphony no. 10; G major; K. 74.,39016005773800,Music: Score Reference(LC Call number),Regular Loan,None
993513,61 M93 S927,Symphony no. 9; C major; K. 73.,39016001730523,Music: Score Reference(LC Call number),Regular Loan,None
993514,61 M93 S928,Symphony no. 12; G major; K. 110.,39016001730564,Music: Score Reference(LC Call number),Regular Loan,None
2348862,61 M93 S930,Symphony no. 13; F major; K. 112.,39016005774626,Music: Score Reference(LC Call number),Regular Loan,None
2348864,61 M93 S931,Symphony no. 14; A major; K. 114.,39016005774634,Music: Score Reference(LC Call number),Regular Loan,None
993515,61 M93 S932,Symphony no. 15; G major; K. 124.,CVB993514-10,Music: Score Reference(LC Call number),Regular Loan,None
993515,61 M93 S932,Symphony no. 15; G major; K. 124.,39016005438651,Music: Score Reference(LC Call number),Regular Loan,None
993516,61 M93 S934,Symphony no. 17; G major; K. 129.,CVB993515-10,Music: Score Reference(LC Call number),Regular Loan,None
993516,61 M93 S934,Symphony no. 17; G major; K. 129.,39016005438685,Music: Score Reference(LC Call number),Regular Loan,None
993517,61 M93 S935,Symphony no. 18; F major; K. 130.,CVB993516-10,Music: Score Reference(LC Call number),Regular Loan,None
993517,61 M93 S935,Symphony no. 18; F major; K. 130.,39016005438636,Music: Score Reference(LC Call number),Regular Loan,None
993518,61 M93 S936,Symphony no. 19; E? major; K. 132.,CVB993517-10,Music: Score Reference(LC Call number),Regular Loan,None
993518,61 M93 S936,Symphony no. 19; E? major; K. 132.,39016005438677,Music: Score Reference(LC Call number),Regular Loan,None
993519,61 M93 S937,Symphony no. 20; D major; K. 133.,CVB993518-10,Music: Score Reference(LC Call number),Regular Loan,None
993519,61 M93 S937,Symphony no. 20; D major; K. 133.,39016005438727,Music: Score Reference(LC Call number),Regular Loan,None
993520,61 M93 S938,Symphony no. 21; A major; K. 134.,CVB993519-10,Music: Score Reference(LC Call number),Regular Loan,None
993520,61 M93 S938,Symphony no. 21; A major; K. 134.,39016005438768,Music: Score Reference(LC Call number),Regular Loan,None
993650,61 M93 S941,Symphony no. 27; G major; K. 199.,CVB993649-10,Music: Score Reference(LC Call number),Regular Loan,None
993650,61 M93 S941,Symphony no. 27; G major; K. 199.,39016005438800,Music: Score Reference(LC Call number),Regular Loan,None
993651,61 M93 S942,Symphony no. 23; D major; K. 181.,CVB993650-10,Music: Score Reference(LC Call number),Regular Loan,None
993651,61 M93 S942,Symphony no. 23; D major; K. 181.,39016005438842,Music: Score Reference(LC Call number),Regular Loan,None
993652,61 M93 S943,Symphony no. 26; E? major; K. 184.,CVB993651-10,Music: Score Reference(LC Call number),Regular Loan,None
993652,61 M93 S943,Symphony no. 26; E? major; K. 184.,39016005438883,Music: Score Reference(LC Call number),Regular Loan,None
993653,61 M93 S944,Symphony no. 24; B? major; K. 182.,CVB993652-10,Music: Score Reference(LC Call number),Regular Loan,None
993653,61 M93 S944,Symphony no. 24; B? major; K. 182.,39016005438925,Music: Score Reference(LC Call number),Regular Loan,None
993654,61 M93 S945,Symphony no. 28; C major; K. 200.,CVB993653-10,Music: Score Reference(LC Call number),Regular Loan,None
993654,61 M93 S945,Symphony no. 28; C major; K. 200.,39016005438966,Music: Score Reference(LC Call number),Regular Loan,None
993655,61 M93 S946,Symphony no. 25; G minor; K. 183.,CVB993654-10,Music: Score Reference(LC Call number),Regular Loan,None
993655,61 M93 S946,Symphony no. 25; G minor; K. 183.,39016001730234,Music: Score Reference(LC Call number),Regular Loan,None
963536,61 M93 S947,Symphony no. 29; A major; K. 201.,39016002944008,Music: Score Reference(LC Call number),Regular Loan,None
993656,61 M93 S948,Symphony no. 30; D major; K. 202.,39016001730192,Music: Score Reference(LC Call number),Regular Loan,None
993657,61 M93 S952,Symphony no. 32; G major; K. 318.,39016001730275,Music: Score Reference(LC Call number),Regular Loan,None
993658,61 M93 S953,Symphony no. 33; B? major; K. 319.,39016001730317,Music: Score Reference(LC Call number),Regular Loan,None
963537,61 M93 S955,Symphony no. 35; D major; K. 385.,39016002943752,Music: Score Reference(LC Call number),Regular Loan,None
993660,61 M93 S9553,Symphony in D; K. 385; Haffner symphony. Edited from theautograph ms. and the authentic 1st ed. of Artaria by doctoral students of theCity University of New York under the supervision of H. C. Robbins Landon.,39016005776134,Music: Score Reference(LC Call number),Regular Loan,None
993661,61 M93 S956,Symphony no. 36; C major; K. 425.,39016001730358,Music: Score Reference(LC Call number),Regular Loan,None
2348866,61 M93 S958,Symphony no. 38; D major; K. 504 / W. A. Mozart.,39016005774642,Music: Score Reference(LC Call number),Regular Loan,None
2348866,61 M93 S958,Symphony no. 38; D major; K. 504 / W. A. Mozart.,39016001730390,Music: Score Reference(LC Call number),Regular Loan,None
993662,61 M93 S959,Symphony no. 39; E? major; K. 543.,39016001730432,Music: Score Reference(LC Call number),Regular Loan,None
993664,61 M93 S961,Symphony no. 41; C major; K. 551.,39016003425015,Music: Score Reference(LC Call number),Regular Loan,None
1038089,61 M93 S963,Symphony no. 2; B? major; K. 17.,39016001730473,Music: Score Reference(LC Call number),Regular Loan,None
900797,61 M932 C3,"Cassatio ex G (mit der ""Kindersinfonie"") / Leopold Mozart.",39016001730515,Music: Score Reference(LC Call number),Regular Loan,None
993665,61 M932 S6,Jagd-sinfonie. [Hrsg. von] Helmut Riessberger.,39016001730556,Music: Score Reference(LC Call number),Regular Loan,None
4445845,61 N63 L,Ouvertüre zur Oper Die lustigen Weiber von Windsor / Otto Nicolai.,39016003413672,Music: Score Reference(LC Call number),Regular Loan,None
3844838,61 N66 S1,Saga-drøm : op. 39 / Carl Nielsen.,39016003417145,Music: Score Reference(LC Call number),Regular Loan,None
993666,61 N83 L96,Luna; per orchestra.,39016005775326,Music: Oversized Scores (Dickinson),Regular Loan,None
963539,61 P14 S91,Symphony no. 1; op. 23. New introd. by H. Wiley Hitchcock.,39016002932714,Music: Score Reference(LC Call number),Regular Loan,None
865529,61 P39 D2,De natura sonoris.,39016001730663,Music: Score Reference(LC Call number),Regular Loan,None
993667,61 P45 M,Three movements for orchestra.,39016001730622,Music: Score Reference(LC Call number),Regular Loan,None
4212621,61 P655 S91,Symphony no. 1; for orchestra.,39016005428249,Music: Score Reference(LC Call number),Regular Loan,None
4212606,61 P655 S92,Symphony no. 2; for orchestra.,39016005428488,Music: Score Reference(LC Call number),Regular Loan,None
993705,61 P67 I,Suite from the ballet The incredible flutist.,39016001730580,Music: Score Reference(LC Call number),Regular Loan,None
993668,61 P67 S912,Symphony no. 2.,39016001731018,Music: Score Reference(LC Call number),Regular Loan,None
993669,61 P67 S915,Symphony no. 5.,39016001730978,Music: Miniature Score,Regular Loan,None
994738,61 P67 S916,Symphony no. 6.,39016001730937,Music: Miniature Score,Regular Loan,None
993675,61 P67 S917,Symphony no. 7 (1960).,39016001730895,Music: Miniature Score,Regular Loan,None
4212609,61 P84 S92,Symphony no. 2; for orchestra.,39016005428355,Music: Score Reference(LC Call number),Regular Loan,None
4321471,61 P888 S8,Stone; water; stars : for orchestra / Powers.,39016010031467,Music: Score Reference(LC Call number),Regular Loan,None
4321483,61 P888 T3,Terrain / by Anthony Powers.,39016010031244,Music: Score Reference(LC Call number),Regular Loan,None
2348867,61 P96 L7,Lieutenant Kijé; suite symphonique. Op. 60.,CVB2348866-10,Music: Score Reference(LC Call number),Regular Loan,None
2348867,61 P96 L7,Lieutenant Kijé; suite symphonique. Op. 60.,39016005774659,Music: Score Reference(LC Call number),Regular Loan,None
2348867,61 P96 L7,Lieutenant Kijé; suite symphonique. Op. 60.,39016005774667,Music: Score Reference(LC Call number),Regular Loan,None
1031310,61 P96 R9,Ouverture russe : opus 72 / Serge Prokofieff.,39016000547415,Music: Miniature Score,Regular Loan,None
1036875,61 P96 S92,Symphony no. 2; op. 40 / Serge Prokofieff.,39016000561200,Music: Miniature Score,Regular Loan,None
4144124,61 R11 S8,Symphonic dances : op. 45 / Sergei Rachmaninoff.,39016001725432,Music: Score Reference(LC Call number),Regular Loan,None
4137967,61 R11 S92,Symphony no. 2 in E minor; op. 27 / Sergei Rachmaninoff.,39016001717686,Music: Miniature Score,Regular Loan,None
4137967,61 R11 S92,Symphony no. 2 in E minor; op. 27 / Sergei Rachmaninoff.,39016004328648,Music: Miniature Score,Regular Loan,None
4143674,61 R11 S93,Third symphony; A minor; op. 44 / Rachmaninoff.,39016003447266,Music: Score Reference(LC Call number),Regular Loan,None
993676,61 R17 D3,Suite for orchestra from the opera Dardanus / Rameau ; edited by Paul Lang.,39016001730853,Music: Score Reference(LC Call number),Regular Loan,None
3988938,61 R25 M1,Ma mère l’oye : 5 pièces enfantines (1908-1911) / Maurice Ravel.,39016003502474,Music: Score Reference(LC Call number),Regular Loan,None
3988938,61 R25 M1,Ma mère l’oye : 5 pièces enfantines (1908-1911) / Maurice Ravel.,39016003446904,Music: Score Reference(LC Call number),Regular Loan,None
1035148,61 R25 M603,Une barque sur l’ocean : for orchestra / Maurice Ravel.,39016000545302,Music: Score Reference(LC Call number),Regular Loan,None
4212910,61 R25 T6,Le tombeau de Couperin : suite d’orchestre : (1914-1917) / Maurice Ravel.,39016005440392,Music: Score Reference(LC Call number),Regular Loan,None
4172417,61 R25 V3,Valses nobles et sentimentales / Maurice Ravel ; edited by Clinton F. Nieweg.,39016005428538,Music: Score Reference(LC Call number),Regular Loan,None
3795962,61 R346 F7,The four sections : for orchestra / Steve Reich.,39016003412757,Music: Score Reference(LC Call number),Regular Loan,None
4212908,61 R346 V2,Variations for winds; strings and keyboards / Steve Reich.,39016005440350,Music: Score Reference(LC Call number),Regular Loan,None
4145212,61 R43 A5,Antiche danze ed arie : 3 suites per orchestra / Respighi.,39016001724955,Music: Score Reference(LC Call number),Regular Loan,None
4777270,61 R43 F6,Fontane di Roma ; Pini di Roma ; Feste romane; per orchestra : partitura = full score / Respighi.,39016010579598,Music: Score Reference(LC Call number),Regular Loan,None
993677,61 R67 N6,Night music; for orchestra.,39016001730812,Music: Score Reference(LC Call number),Regular Loan,None
993678,61 R67 S91,Symphony; no. 1.,39016001730697,Music: Score Reference(LC Call number),Regular Loan,None
993679,61 R67 S92,Symphony no. 2.,39016001721407,Music: Miniature Score,Regular Loan,None
1031312,61 R78 A2,Air music / Ned Rorem.,39016000544982,Music: Miniature Score,Regular Loan,None
1031312,61 R78 A2,Air music / Ned Rorem.,39016000544974,Music: Miniature Score,Regular Loan,None
3795944,61 R78 E1,Eagles / Ned Rorem.,39016002959675,Music: Score Reference(LC Call number),Regular Loan,None
1177316,61 R78 S91,Symphony; no. 1; for large orchestra.,39016002940162,Music: Score Reference(LC Call number),Regular Loan,None
4377112,61 R83 O9,William Tell and other overtures / Gioacchino Rossini.,39016005441184,Music: Score Reference(LC Call number),Regular Loan,None
4145203,61 R863 P5,Phantasmata / Christopher Rouse.,39016001724765,Music: Score Reference(LC Call number),Regular Loan,None
4145202,61 R863 S91,Symphony no. 1 / Christopher Rouse.,39016001725010,Music: Score Reference(LC Call number),Regular Loan,None
993680,61 R93 M5,Men and mountains; for orchestra.,39016001730770,Music: Miniature Score,Regular Loan,None
993681,61 R93 O,Organum; for orchestra.,39016001730739,Music: Miniature Score,Regular Loan,None
980929,61 R93 S9,Sun-treader / Carl Ruggles.,39016000578782,Music: Score Reference(LC Call number),Regular Loan,None
993682,61 S119 O2,Edipo a Colono: ouverture. Per orchestra d’archi; 2 oboi;fagotto; 2 corni e timpani. Revisione a cura di Franco Michele Napolitano.,39016001730655,Music: Score Reference(LC Call number),Regular Loan,None
993641,61 S16 S2,Sinfonia in re; Veneziana; per orchestra da camera. Revisione di Renzo Sabatini.,39016001730572,Music: Score Reference(LC Call number),Regular Loan,None
2455775,61 S18 S92,Symphonie des sommets; op. 19.,BAR3312087,Music: Score Reference(LC Call number),Non Circulating,None
2455775,61 S18 S92,Symphonie des sommets; op. 19.,BAR3312182,Music: Score Reference(LC Call number),Non Circulating,None
963538,61 S188 S,The symphonies of G. B. Sammartini / Edited by Bathia Churgin.,39016002932805,Music: Score Reference(LC Call number),Regular Loan,None
993640,61 S188 S11,Sinfonia; per archi e 2 corni da caccia. Edizione a cura diEttore Bonelli.,39016001730093,Music: Score Reference(LC Call number),Regular Loan,None
993683,61 S35 S,Symphony no. 1.,39016003438158,Music: Score Reference(LC Call number),Regular Loan,None
4212849,61 S37 B,Accompaniment to a cinematographic scene : (threatening danger; fear; catastrophe) : op. 34; orchestra = Begleitmusik zu einer Lichtspielscene : (drohende Gefahr; Angst; Katastrophe) / Schoenberg.,39016005474060,Music: Score Reference(LC Call number),Regular Loan,None
993706,61 S37 K11,Kammersymphonie; version for full orchestra; op. 9B / Arnold Schönberg.,39016001730135,Music: Score Reference(LC Call number),Regular Loan,None
963584,61 S37 K12,Chamber symphony; no. 2; op. 38.,39016002943810,Music: Miniature Score,Regular Loan,None
993684,61 S37 P,Pelleas und Melisande; symphonische Dichtung für Orchester;op. 5. (Nach dem Drama von Maurice Maeterlinck),39016002957992,Music: Score Reference(LC Call number),Regular Loan,None
993685,61 S37 P9,Prelude; op. 44 / Arnold Schoenberg.,39016001730143,Music: Score Reference(LC Call number),Regular Loan,None
963585,61 S37 S9,Five pieces for orchestra. Fünf Orchesterstücke. Op. 16; new version. Rev. ed.; reduced for normal-sized orchestra by the composer.,39016002949635,Music: Score Dickinson call #,Regular Loan,None
963585,61 S37 S9,Five pieces for orchestra. Fünf Orchesterstücke. Op. 16; new version. Rev. ed.; reduced for normal-sized orchestra by the composer.,39016002934181,Music: Score Dickinson call #,Regular Loan,None
963585,61 S37 S9,Five pieces for orchestra. Fünf Orchesterstücke. Op. 16; new version. Rev. ed.; reduced for normal-sized orchestra by the composer.,39016005776126,Music: Score Dickinson call #,Regular Loan,None
963585,61 S37 S9,Five pieces for orchestra. Fünf Orchesterstücke. Op. 16; new version. Rev. ed.; reduced for normal-sized orchestra by the composer.,39016005776092,Music: Score Dickinson call #,Regular Loan,None
963585,61 S37 S9,Five pieces for orchestra. Fünf Orchesterstücke. Op. 16; new version. Rev. ed.; reduced for normal-sized orchestra by the composer.,39016005776100,Music: Score Dickinson call #,Regular Loan,None
4645331,61 S37 S92,Five orchestral pieces ; and; Pelleas und Melisande / Arnold Schoenberg.,39016010101427,Music: Score Reference(LC Call number),Regular Loan,None
4212921,61 S37 S96,Five pieces for orchestra = Fünf Orchesterstücke; Opus 16 / Arnold Schoenberg.,39016005440251,Music: Score Dickinson call #,Regular Loan,None
993686,61 S37 T,Theme and variations. Op. 43b,39016001730101,Music: Miniature Score,Regular Loan,None
5184670,61 S38 O9,"Overtures ""in the Italian style"" and other works / Franz Schubert.",39016010905363,Music: Score Reference(LC Call number),Regular Loan,None
918025,61 S38 S03,Four symphonies : in full score; from the Breitkopf & Härtel complete works edition / Franz Schubert ; edited by Johannes Brahms.,39016002942325,Music: Score Reference(LC Call number),Regular Loan,None
918025,61 S38 S03,Four symphonies : in full score; from the Breitkopf & Härtel complete works edition / Franz Schubert ; edited by Johannes Brahms.,39016000556465,Music: Score Reference(LC Call number),Regular Loan,None
2348872,61 S38 S18,Symphonie; E-dur. Die von Schubert im Jahre 1821 vollständig entworfene Partitur-Skizze ausgeführt von Felix Weingartner. After Schubert’s complete manuscript; edited by Felix Weingartner.,39016005774675,Music: Score Reference(LC Call number),Regular Loan,None
993687,61 S386 S93,Seven studies on themes of Paul Klee.,39016001730796,Music: Score Reference(LC Call number),Regular Loan,None
993688,61 S389 A5,American festival overture.,39016002964923,Music: Miniature Score,Regular Loan,None
3795945,61 S389 A6,American hymn : orchestral variations on an original melody / William Schuman.,39016002960301,Music: Score Reference(LC Call number),Regular Loan,None
993689,61 S389 C9,Credendum; article of faith. For orchestra.,39016001730754,Music: Score Reference(LC Call number),Regular Loan,None
1090058,61 S389 I3,In praise of Shahn; canticle for orchestra [by] William Schuman.,39016001730713,Music: Score Reference(LC Call number),Regular Loan,None
993690,61 S389 N53,New England triptych; 3 pieces for orchestra after William Billings.,39016002957935,Music: Score Reference(LC Call number),Regular Loan,None
1061437,61 S389 N68,Night journey : choreographic poem for fifteen instruments / William Schuman.,39016000553140,Music: Score Reference(LC Call number),Regular Loan,None
993691,61 S389 S913,Symphony no. III : in two parts (four movements) / byWilliam Schuman.,39016001730671,Music: Miniature Score,Regular Loan,None
993692,61 S389 S916,Symphony no. VI; in one movement.,39016001730630,Music: Miniature Score,Regular Loan,None
993693,61 S389 S917,Symphony no.7.,39016001730598,Music: Miniature Score,Regular Loan,None
993694,61 S389 S918,Symphony no. 8 [by] William Schuman.,39016001731026,Music: Score Reference(LC Call number),Regular Loan,None
1054886,61 S389 S919,Symphony no. IX; Le fosse Ardeatine [by] William Schuman.,39016000561044,Music: Score Reference(LC Call number),Regular Loan,None
990719,61 S39 S02,Complete symphonies : in full score; from the Breitkopf & Härtel complete works edition / Robert Schumann ; edited by Clara Schumann.,39016005465308,Music: Score Reference(LC Call number),Regular Loan,None
